Campaign Name,Campaign Id,Article Type,Editor Cost,Client Id,Max Word,Company Name,User Name,Cp Cost,Pay By Article,Cp Article Cost,Editor Article Cost,Nofa,Estimate Money,Estimate Total,Assigned Words
Koloa--HI--US--Flight Destination,8772,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Koloa--HI--US--Hotel Destination,8773,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Doral--FL--US--Hotel Properties,8774,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Doral--FL--US--Flight Destination,8775,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Doral--FL--US--Hotel Destination,8776,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Newport Beach--CA--US--Hotel Properties,8777,126,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Newport Beach--CA--US--Flight Destination,8778,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Newport Beach--CA--US--Hotel Destination,8779,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Flagstaff--AZ--US--Hotel Properties,8780,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Flagstaff--AZ--US--Flight Destination,8781,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Flagstaff--AZ--US--Hotel Destination,8782,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
College Park--GA--US--Hotel Properties,8783,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
College Park--GA--US--Flight Destination,8784,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
College Park--GA--US--Hotel Destination,8785,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Corpus Christi--TX--US--Hotel Properties,8786,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Corpus Christi--TX--US--Flight Destination,8787,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Corpus Christi--TX--US--Hotel Destination,8788,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Pasadena--CA--US--Hotel Properties,8789,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Pasadena--CA--US--Flight Destination,8790,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Pasadena--CA--US--Hotel Destination,8791,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Colorado Springs--CO--US--Hotel Properties,8792,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Colorado Springs--CO--US--Flight Destination,8793,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Colorado Springs--CO--US--Hotel Destination,8794,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$12,14,200
Sarasota--FL--US--Hotel Properties,8795,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Sarasota--FL--US--Flight Destination,8796,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Sarasota--FL--US--Hotel Destination,8797,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Detroit--MI--US--Hotel Properties,8798,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Detroit--MI--US-Hotel Destination,8799,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Detroit--MI--US--Flight Destination,8800,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
South Padre Island--TX--US--Hotel Properties,8801,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
South Padre Island--TX--US--Flight Destination,8802,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
South Padre Island--TX--US--Hotel Destination,8803,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Oakland--CA--US--Hotel Properties,8804,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Oakland--CA--US--Flight Destination,8805,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Oakland--CA--US--Hotel Destination,8806,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$12,14,200
Lexington--KY--US--Hotel Properties,8809,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Lexington--KY--US--Flight Destination,8810,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Lexington--KY--US--Hotel Destination,8811,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Hilton Head Island--SC--US--Hotel Properties,8812,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Hilton Head Island--SC--US--Flight Destination,8813,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Hilton Head Island--SC--US--Hotel Destination,8814,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Vail--CO--US--Hotel Properties,8815,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Vail--CO--US--Flight Destination,8816,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Vail--CO--US--Hotel Destination,8817,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Omaha--NE--US--Hotel Properties,8818,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Omaha--NE--US--Flight Destination,8819,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Omaha--NE--US--Hotel Destination,8821,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Kamuela--HI--US--Hotel Properties,8822,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,4,$0,0,0
Kamuela--HI--US--Flight Destination,8823,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Kamuela--HI--US--Hotel Destination,8824,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Spokane--WA--US--Hotel Properties,8826,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Spokane--WA--US--Flight Destination,8827,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Spokane--WA--US--Hotel Destination,8828,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Park City--UT--US--Hotel Properties,8829,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Park City--UT--US--Flight Destination,8830,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Park City--UT--US--Hotel Destination,8831,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Branson--MO--US--Hotel Properties,8832,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Branson--MO--US--Flight Destination,8833,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Branson--MO--US--Hotel Destination,8834,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
St. Augustine--FL--US--Hotel Properties,8835,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
St. Augustine--FL--US--Flight Destination,8836,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
St. Augustine--FL--US--Hotel Destination,8837,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Palo Alto--CA--US--Hotel Properties,8840,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Palo Alto--CA--US--Flight Destination,8841,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Palo Alto--CA--US--Hotel Destination,8842,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Glendale--CA--US--Hotel Properties,8843,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Glendale--CA--US--Flight Destination,8844,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Glendale--CA--US--Hotel Destination,8845,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Irving--TX--US--Hotel Properties,8846,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,4,$0,0,0
Irving--TX--US--Flight Destination,8847,126,0.010,350,50,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$2,2.5,50
Irving--TX--US--Hotel Destination,8848,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Baton Rouge--LA--US--Hotel Properties,8849,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Baton Rouge--LA--US--Flight Destination,8850,122,0.010,350,50,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$3,3.5,50
Baton Rouge--LA--US--Hotel Destination,8851,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
Tucson--AZ--US--Hotel Properties,8852,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,30,$0,0,0
Tucson--AZ--US--Flight Destination,8853,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Tucson--AZ--US--Hotel Destination,8854,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Tucson--AZ--US--Near Landmark,8855,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Tucson--AZ--US--Near Neighborhood,8856,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Tucson--AZ--US--Near Airport,8857,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Tucson--AZ--US--Best Of,8858,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Kansas City--MO--US--Hotel Properties,8859,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,30,$0,0,0
Kansas City--MO--US--Flight Destination,8861,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Kansas City--MO--US--Hotel Destination,8862,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Kansas City--MO--US--Near Landmark,8863,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Kansas City--MO--US--Near Neighborhood,8864,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Kansas City--MO--US--Near Airport,8865,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Kansas City--MO--US--Best Of,8866,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Burlingame--CA--US--Hotel Properties,8867,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,12,$0,0,0
Burlingame--CA--US--Flight Destination,8869,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Burlingame--CA--US--Hotel Destination,8870,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Burlingame--CA--US--Near Landmark,8871,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$12,14,200
Burlingame--CA--US--Best Of,8872,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Irving--TX--US--Hotel Properties,8873,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,30,$0,0,0
Irving--TX--US--Flight Destination,8874,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Irving--TX--US--Hotel Destination,8875,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Irving--TX--US--Near Landmark,8876,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Irving--TX--US--Best Of,8877,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Bellevue--WA--US--Hotel Properties,8878,122,0.010,350,0,Hipmunk,Hipmunk,0.060,0,0.000,0.000,11,$0,0,0
Bellevue--WA--US--Flight Destination,8879,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Bellevue--WA--US--Hotel Destination,8880,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Bellevue--WA--US--Near Landmark,8881,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Bellevue--WA--US--Near Neighborhood,8882,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Bellevue--WA--US--Best Of,8883,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Cincinnati--OH--US--Hotel Properties,8884,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,30,$0,0,0
Cincinnati--OH--US--Flight Destination,8885,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Cincinnati--OH--US--Hotel Destination,8886,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Cincinnati--OH--US--Near Landmark,8887,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Cincinnati--OH--US--Near Neighborhood,8888,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Cincinnati--OH--US--Near Airport,8889,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Cincinnati--OH--US--Best Of,8890,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Oklahoma City--OK--US--Top Hotel Properties,8891,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Oklahoma City--OK--US--Hotel Properties,8892,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,20,$0,0,0
Oklahoma City--OK--US--Flight Destination,8893,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Oklahoma City--OK--US--Hotel Destination,8894,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Oklahoma City--OK--US--Near Landmark,8895,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Oklahoma City--OK--US--Near Neighborhood,8896,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Oklahoma City--OK--US--Near Airport,8897,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Oklahoma City--OK--US--Best Of,8898,125,0.010,350,400,Hipmunk,Hipmunk,0.120,0,0.000,0.000,3,$144,156,1200
Albuquerque--NM--US--Top Hotel Properties,8901,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Albuquerque--NM--US--Hotel Properties,8902,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,20,$0,0,0
Albuquerque--NM--US--Flight Destination,8903,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Albuquerque--NM--US--Hotel Destination,8904,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Albuquerque--NM--US--Near Landmark,8905,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Albuquerque--NM--US--Near Neighborhood,8906,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Albuquerque--NM--US--Near Airport,8907,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Albuquerque--NM--US--Best Of,8908,122,0.010,350,40,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$7.2,8.4,120
Kailua-Kona--HI--US--Hotel Properties,8909,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,7,$0,0,0
Kailua-Kona--HI--US--Flight Destination,8910,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Kailua-Kona--HI--US--Hotel Destination,8911,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Kailua-Kona--HI--US--Near Airport,8912,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Kailua-Kona--HI--US--Best Of,8913,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Irvine--CA--US--Hotel Properties,8914,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Irvine--CA--US--Flight Destination,8915,126,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$0,0,0
Irvine--CA--US--Hotel Destination,8916,126,0.010,350,200,Hipmunk,Hipmunk,0.040,0,0.000,0.000,1,$8,10,200
La Jolla--CA--US--Top Hotel Properties,8917,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
La Jolla--CA--US--Hotel Properties,8918,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,6,$0,0,0
La Jolla--CA--US--Flight Destination,8919,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
La Jolla--CA--US--Hotel Destination,8920,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
La Jolla--CA--US--Best Of,8921,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Santa Fe--NM--US--Top Hotel Properties,8922,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Santa Fe--NM--US--Hotel Properties,8923,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,20,$0,0,0
Santa Fe--NM--US--Flight Destination,8924,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Santa Fe--NM--US--Hotel Destination,8925,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Santa Fe--NM--US--Near Landmark,8926,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Santa Fe--NM--US--Near Neighborhood,8927,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Santa Fe--NM--US--Near Airport,8928,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Santa Fe--NM--US--Best Of,8929,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Jamaica--NY--US--Hotel Properties,8931,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,11,$0,0,0
Jamaica--NY--US--Flight Destination,8932,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Jamaica--NY--US--Hotel Destination,8933,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Jamaica--NY--US--Near Landmark,8934,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Jamaica--NY--US--Best Of,8935,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Napa--CA--US--Top Hotel Properties,8936,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Napa--CA--US--Hotel Properties,8937,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,6,$0,0,0
Napa--CA--US--Flight Destination,8938,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Napa--CA--US--Hotel Destination,8939,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Napa--CA--US--Near Landmark,8940,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Napa--CA--US--Near Neighborhood,8941,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Napa--CA--US--Near Airport,8942,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Napa--CA--US--Best Of,8943,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Sunny Isles Beach--FL--US--Hotel Properties,8944,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,9,$0,0,0
Sunny Isles Beach--FL--US--Flight Destination,8945,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Sunny Isles Beach--FL--US--Hotel Destination,8946,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Sunny Isles Beach--FL--US--Near Landmark,8947,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$12,14,200
Sunny Isles Beach--FL--US--Best Of,8948,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Asheville--NC--US--Top Hotel Properties,8949,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Asheville--NC--US--Hotel Properties,8950,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,20,$0,0,0
Asheville--NC--US--Flight Destination,8951,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Asheville--NC--US--Hotel Destination,8952,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Asheville--NC--US--Near Landmark,8953,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Asheville--NC--US--Near Neighborhood,8954,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Asheville--NC--US--Near Airport,8955,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Asheville--NC--US--Best Of,8956,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Springfield--MO--US--Top Hotel Properties,8957,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,8,$0,0,0
Springfield--MO--US--Hotel Properties,8958,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,9,$0,0,0
Springfield--MO--US--Flight Destination,8959,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Springfield--MO--US--Hotel Destination,8960,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Springfield--MO--US--Near Landmark,8961,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Springfield--MO--US--Near Neighborhood,8962,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Springfield--MO--US--Near Airport,8963,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Springfield--MO--US--Best Of,8964,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Rosemont--IL--US--Top Hotel Properties,8965,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Rosemont--IL--US--Hotel Properties,8966,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,5,$0,0,0
Rosemont--IL--US--Flight Destination,8967,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Rosemont--IL--US--Hotel Destination,8968,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Rosemont--IL--US--Best Of,8969,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Jackson--WY--US--Top Hotel Properties,8970,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Jackson--WY--US--Hotel Properties,8971,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,11,$0,0,0
Jackson--WY--US--Flight Destination,8972,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Jackson--WY--US--Hotel Destination,8973,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Jackson--WY--US--Near Neighborhood,8975,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Jackson--WY--US--Near Airport,8976,122,0.010,350,300,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$18,21,300
Jackson--WY--US--Best Of,8977,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
Sedona--AZ--US--Top Hotel Properties,8978,126,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,10,$0,0,0
Sedona--AZ--US--Hotel Properties,8986,123,0.010,350,0,Hipmunk,Hipmunk,0.040,0,0.000,0.000,16,$0,0,0
Sedona--AZ--US--Flight Destination,8987,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$24,28,400
Sedona--AZ--US--Hotel Destination,8988,122,0.010,350,600,Hipmunk,Hipmunk,0.060,0,0.000,0.000,1,$36,42,600
Sedona--AZ--US--Near Landmark,8989,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Sedona--AZ--US--Near Neighborhood,8990,122,0.010,350,200,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$36,42,600
Sedona--AZ--US--Best Of,8991,122,0.010,350,400,Hipmunk,Hipmunk,0.060,0,0.000,0.000,3,$72,84,1200
