No.,Article Number,Article Title,Keyword,Client,Campaign Name,Editor,Copywriter,Article Type,Number of Words,Keyword Match in Content,Submit Date,Cost
117,V-14-7700-213204,Women and Porn: Is the Tide Turning?,Women and Porn: Is the Tide Turning?,VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-03-07 13:47:47,30
118,V-14-7700-213203,Your Simple Guide to the New Facebook Gender Terms,"Your Simple Guide to the New Facebook Gender Terms",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-03-07 13:05:23,30
119,V-14-7700-213202,7 Top Turnoffs for the Opposite Sex,"# Top Turnoffs for the Opposite Sex ",VSE,Hollywood Psychics,CarolineCampbell      34,,SHAREBAIT,500,0,2014-03-10 13:12:53,30
120,V-14-7700-213201,"How to Move in With Your Guy, Without Freaking Him Out","How to Move in With Your Guy, Without Freaking Him Out ",VSE,Hollywood Psychics,CarolineCampbell      34,,SHAREBAIT,500,0,2014-03-11 15:27:54,30
121,V-14-7700-213200,Entertaining 101: How to Pair the Right Wine With the Foods You Serve,"Entertaining 101: How to Pair the Right Wine With the Foods You Serve ",VSE,Hollywood Psychics,CarolineCampbell      34,,SHAREBAIT,500,0,2014-03-11 15:08:25,30
122,V-14-7700-213199,How Blue is Too Blue? Recognizing the Signs and Symptoms of Clinical Depression,"How Blue is Too Blue? Recognizing the Signs and Symptoms of Clinical Depression ",VSE,Hollywood Psychics,CarolineCampbell      34,,SHAREBAIT,500,0,2014-03-11 14:14:46,30
123,V-14-7700-213198,"He Loves Me, He Loves Me Not","He Loves Me, He Loves Me Not (about reading a man's signs/emotions)",VSE,Hollywood Psychics,CarolineCampbell      34,,SHAREBAIT,500,0,2014-03-11 13:48:43,30
124,V-14-7700-213197,9 Reasons He Won't Commit,"# Reasons He Won't Commit",VSE,Hollywood Psychics,CarolineCampbell      34,,SHAREBAIT,500,0,2014-03-10 12:40:08,30
125,V-14-7700-213196,7 Ways to Get Noticed at Work,"# Ways to Get Noticed at Work",VSE,Hollywood Psychics,CarolineCampbell      34,,SHAREBAIT,500,0,2014-03-10 11:54:11,30
126,V-14-7700-213195,5 Ways to Own a Room When You Walk Into It,"# Ways to Own a Room When You Walk Into It",VSE,Hollywood Psychics,ericthuesen      1,,SHAREBAIT,500,0,2014-03-18 15:34:28,30
127,V-14-7700-213194,Using a Psychic For Affirmation Instead of Preditctons,"Using a Psychic For Affirmation Instead of Preditctons",VSE,Hollywood Psychics,ericthuesen      1,,SHAREBAIT,500,0,2014-03-18 15:34:44,30
128,V-14-7700-213193,Choosing the Perfect Starter Home,"Choosing the Perfect Starter Home",VSE,Hollywood Psychics,ericthuesen      1,,SHAREBAIT,500,0,2014-03-18 15:35:29,30
129,V-14-7700-213192,Surviving as a Single Mom or Dad,"Surviving as a Single Mom or Dad",VSE,Hollywood Psychics,ericthuesen      1,,SHAREBAIT,500,0,2014-03-18 15:35:46,30
130,V-14-7700-213191,What to Expect During Your First Pregnancy,"What to Expect During Your First Pregnancy",VSE,Hollywood Psychics,CarolineCampbell      34,,SHAREBAIT,500,0,2014-03-07 11:33:38,30
131,V-14-7700-213190,How Can Tarot Point You in the Right Direction,"How Can Tarot Point You in the Right Direction",VSE,Hollywood Psychics,ericthuesen      1,,SHAREBAIT,500,0,2014-03-18 15:36:03,30
132,V-14-7899-213189,5 Places to Look for Love: Ask a Psychic,# Places to Look for Love: Ask a Psychic,VSE,PsychicSource,,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-11 10:58:16,30
133,V-14-7899-213188,Tips for Managing Your Debt and Saving for the Future,"Tips for Managing Your Debt and Saving for the Future",VSE,PsychicSource,,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-11 09:59:00,30
134,V-14-7899-213187,Love Psychics and What They Can Do for You,"Love Psychics and What They Can Do for You",VSE,PsychicSource,,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-11 09:21:00,30
135,V-14-7899-213186,Why Dreams Are More Vivid During Pregnancy,"Why Dreams Are More Vivid During Pregnancy",VSE,PsychicSource,ericthuesen      1,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-18 15:36:31,30
136,V-14-7899-213185,Looking at the Abilities of a Clairsentient,"Looking at the Abilities of a Clairsentient",VSE,PsychicSource,ericthuesen      1,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-18 15:36:48,30
137,V-14-7899-213184,Avoid Burnout By Learning to Put Yourself First,"Avoid Burnout By Learning to Put Yourself First",VSE,PsychicSource,ericthuesen      1,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-18 15:37:04,30
138,V-14-7899-213183,Color as a Form of Therapy: How It Can Help You,"Color as a Form of Therapy: How it Can Help You",VSE,PsychicSource,ericthuesen      1,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-18 15:37:24,30
139,V-14-7899-213182,How to Know When It’s Time to Quit Your Job,"How to Know When It's Time to Quit Your Job",VSE,PsychicSource,ericthuesen      1,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-18 15:37:42,30
140,V-14-7899-213181,Is Having Psychic Powers a Gift or Curse?,"Is Having Psychic Powers a Gift or Curse?",VSE,PsychicSource,,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-10 20:44:12,30
141,V-14-7899-213180,5 Tips to Help You Recall Your Dreams,"# Tips to Help You Recall Your Dreams",VSE,PsychicSource,,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-10 13:24:33,30
142,V-14-7899-213179,Dealing with Depression: How a Psychic Can Help,"Dealing with Depression: How a Psychic Can Help",VSE,PsychicSource,,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-10 12:46:54,30
143,V-14-7899-213178,5 Ways Psychics Can Help You Improve Your Life,"# Ways Psychics Can Help You Improve Your Life",VSE,PsychicSource,,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-09 14:46:34,30
144,V-14-7899-213177,Psychic Animals: What Our Pets Can Tell Us,"Psychic Animals: What Our Pets Can Tell Us",VSE,PsychicSource,,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-08 10:09:20,30
145,V-14-7899-213176,5 Mistakes to Avoid When Choosing a Psychic,"# Mistakes to Avoid When Choosing a Psychic",VSE,PsychicSource,,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-14 13:51:22,30
146,V-14-7899-213175,Universal Symbols in Dreams and What They Mean,"Universal Symbols in Dreams and What they Mean",VSE,PsychicSource,,carastromness[1]      6      3,SHAREBAIT,500,0,2014-03-14 13:47:52,30
147,V-14-7899-213174,Having an Angel Card Reading to Put Your Soul at Ease,Having an Angel Card Reading to Put Your Soul at Ease,VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-11 00:21:54,30
148,V-14-7899-213173,How to Give Back to Nature and Fulfill Yourself,"How to Give Back to Nature and Fulfill Yourself",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-11 08:55:34,30
149,V-14-7899-213172,5 Tips for Introducing Your Child to a New Partner,"# Tips for Introducing Your Child to a New Partner",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 11:35:05,30
150,V-14-7899-213171,6 Inarguable Signs You're Not Ready to Get Married,"# Inarguable Signs You're Not Ready to Get Married",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 11:28:00,30
151,V-14-7899-213170,Using Astrology to Help You Plan a Trip,"Using Astrology to Help You Plan a Trip",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 11:19:31,30
152,V-14-7899-213169,Fascinating Things You Can Learn about Your Past Life,"Fascinating Things You Can Learn about Your Past Life",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 11:15:17,30
153,V-14-7899-213168,5 Signs You're Ready to Have Children,"# Signs You're Ready to Have Children",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 11:08:47,30
154,V-14-7899-213167,5 Ways You Can Manifest Positive Energy to Get What You Want,"# Ways You Can Manifest Positive Energy to Get What You Want",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 11:01:00,30
155,V-14-7899-213166,What to Discuss With Your Cat Psychic Before Getting a New Pet,"What to Discuss with Your Cat Psychic before Getting a New Pet",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 10:53:36,30
156,V-14-7899-213165,Increasing Your Self-Confidence to Find More Inner Peace,"Increasing Your Self-Confidence to Find More Inner Peace",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 10:41:57,30
157,V-14-7899-213164,4 Eye-Opening Things Your Clairaudient Can Reveal,"# Eye-Opening Things Your Clairaudient Can Reveal",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 10:21:57,30
158,V-14-7899-213163,5 Sneaky Money-Suckers That Are Draining Your Savings,"# Sneaky Money-Suckers That Are Draining Your Savings",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 09:57:31,30
159,V-14-7899-213162,5 Things a Tarot Reading Can Tell You about Your Job,"# Things a Tarot Reading Can Tell You about Your Job",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 09:44:24,30
160,V-14-7899-213161,5 Signs That He's Never Leaving His Wife for You,"# Signs That He's Never Leaving His Wife for You",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-20 09:37:14,30
161,V-14-7899-213160,How to Tell When a Deceased Loved One Is Contacting You,"How to Tell When a Deceased Loved One Is Contacting You",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-03-11 12:45:36,30
162,V-14-7700-212954,When and How a Pet Psychic Can Help You and Your Pet,HP Page,VSE,Hollywood Psychics,CarolineCampbell      34,,SHAREBAIT,500,0,2014-02-24 11:12:16,30
163,V-14-7899-212308,What to Do if a Deceased Relative Won't Communicate,What to Do if a Deceased Relative Won't Communicate,VSE,PsychicSource,,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-14 18:21:01,30
164,V-14-7899-212307,Burned Out? 8 Things to Rejuvenate Your Body,"Burned Out? # Things to Rejuvenate Your Body",VSE,PsychicSource,,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-15 10:36:25,30
165,V-14-7899-212306,Bad Moods and How to Overcome Them,"Bad Moods and How to Overcome Them",VSE,PsychicSource,,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-15 11:48:19,30
166,V-14-7899-212305,How to Overcome Anxiety and Shyness in Public,"How to Overcome Anxiety and Shyness in Public",VSE,PsychicSource,,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-15 12:52:59,30
167,V-14-7899-212304,6 Myths About Psychics Busted,"# Myths About Psychics Busted",VSE,PsychicSource,,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-15 18:35:46,30
168,V-14-7899-212303,How to Pick Between Two Paths,"How to Pick Between Two Paths",VSE,PsychicSource,,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-15 20:36:07,30
169,V-14-7899-212302,How to Get Back on Track with Your Goals,"How to Get Back on Track with Your Goals",VSE,PsychicSource,,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-15 21:09:18,30
170,V-14-7899-212301,7 Ways Intuition Can Improve Your Life,"# Ways Intuition Can Improve Your Life",VSE,PsychicSource,,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-15 21:57:08,30
171,V-14-7899-212300,Why You Should Wait Before Contacting Someone that Has Passed,"Why You Should Wait Before Contacting Someone that Has Passed",VSE,PsychicSource,,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-16 15:18:10,30
172,V-14-7899-212299,Can You Improve Your Chances of Having Lucid Dreams?,"Can You Improve Your Chances of Having Lucid Dreams?",VSE,PsychicSource,,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-16 15:50:12,30
173,V-14-7899-212298,The Secret of Centering: How to Find Internal Peace in Any Situation,"The Secret of Centering: How to Find Internal Peace in Any Situation",VSE,PsychicSource,CarolineCampbell      34,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-16 17:47:04,30
174,V-14-7899-212297,7 Important Mental Health Tasks You're Probably Skipping,"# Important Mental Health Tasks You're Probably Skipping",VSE,PsychicSource,CarolineCampbell      34,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-17 07:49:18,30
175,V-14-7899-212296,Finding Quiet in the Chaos: How to Create a Relaxing Retreat in a Busy Home,"Finding Quiet in the Chaos: How to Create a Relaxing Retreat in a Busy Home",VSE,PsychicSource,CarolineCampbell      34,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-17 08:17:59,30
176,V-14-7899-212295,Beyond the Savings Account: 5 Essential Things to Consider when Approaching Retirement,"Beyond the Savings Account: # Essential Things to Consider when Approaching Retirement",VSE,PsychicSource,CarolineCampbell      34,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-17 08:46:03,30
177,V-14-7899-212294,7 Time Management Secrets that Can Save Busy Moms,"# Time Management Secrets that Can Save Busy Moms",VSE,PsychicSource,CarolineCampbell      34,mandirogier[1]      17      5,SHAREBAIT,500,0,2014-02-13 09:36:45,30
178,V-14-7899-212293,Go Beyond Family Dinner: 5 Routines that Build a Strong Family Bond,"Go Beyond Family Dinner: # Routines that Build a Strong Family Bond",VSE,PsychicSource,CarolineCampbell      34,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-17 13:12:53,30
179,V-14-7899-212292,5 Essential Tasks After Any Breakup,"# Essential Tasks After Any Breakup",VSE,PsychicSource,CarolineCampbell      34,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-17 13:19:01,30
180,V-14-7899-212291,4 Sneaky Relationship Assassins and How to Keep Your Love Life Safe,"# Sneaky Relationship Assassins and How to Keep Your Love Life Safe",VSE,PsychicSource,CarolineCampbell      34,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-16 17:24:19,30
181,V-14-7899-212290,Get to the Bottom of Your Dreams and Seek Release from Negative Emotions,"Get to the Bottom of Your Dreams and Seek Release from Negative Emotions ",VSE,PsychicSource,CarolineCampbell      34,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-16 20:42:40,30
182,V-14-7899-212289,How to Restore Your Relationship After an Affair,"How to Restore Your Relationship After an Affair",VSE,PsychicSource,CarolineCampbell      34,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-16 21:12:54,30
183,V-14-7899-212288,How to Find a Balance Between Work Life and Home Life,"How to Find a Balance Between Work Life and Home Life",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-16 22:04:24,30
184,V-14-7899-212287,5 Things a Psychic Medium Can Help You Say to a Deceased Loved One,"# Things a Psychic Medium Can Help You Say to a Deceased Loved One",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-16 23:55:19,30
185,V-14-7899-212286,5 Ways to Help Your Adult Child Without Giving Money,"# Ways to Help Your Adult Child Without Giving Money",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-17 01:26:07,30
186,V-14-7899-212285,How to Be Happy No Matter What Life Throws at You,"How to Be Happy No Matter What Life Throws at You",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-17 01:54:00,30
187,V-14-7899-212284,5 Changes that Can Upset Your Pet,"# Changes that Can Upset Your Pet",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-17 02:37:18,30
188,V-14-7899-212283,5 Reasons you Need to Take a Vacation,"# Reasons you Need to Take a Vacation",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-17 10:52:14,30
189,V-14-7899-212282,How to Stop Nightmares,"How to Stop Nightmares",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-17 11:28:27,30
190,V-14-7899-212281,Common Recurring Dreams and What They Mean,"Common Recurring Dreams and What They Mean",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-17 11:56:50,30
191,V-14-7899-212280,Does Your House Have Negative Energy? 4 Ways to Tell,"Does Your House Have Negative Energy? # Ways to Tell",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-17 12:33:23,30
192,V-14-7899-212279,4 Ways to Improve Communication in Your Relationship,"# Ways to Improve Communication in Your Relationship",VSE,PsychicSource,,lyndsierobinson[1]      3      3,SHAREBAIT,500,0,2014-02-17 12:59:07,30
193,V-14-7700-212278,How to Look Ten Pounds Lighter (Without Losing an Ounce),How to Look Ten Pounds Lighter (Without Losing an Ounce),VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-21 12:01:08,30
194,V-14-7700-212277,What Online Personality Tests Really Tell Us About Ourselves,"What Online Psychology Tests Really Tell Us About Ourselves ",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-17 14:37:35,30
195,V-14-7700-212276,Do Celebrities Serve a Real Purpose in Society?,"Do Celebrities Serve a Real Purpose in Society? ",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-17 13:51:54,30
196,V-14-7700-212275,Why the Last Thing You Should Be Looking for is a New Relationship,"Why the Last Thing You Should Be Looking for is a New Relationship",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-17 13:17:37,30
197,V-14-7700-212274,What's With the War on Women's Bodies?,"What's With the War on Women's Bodies? ",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-17 12:53:55,30
198,V-14-7700-212273,How Not to Get Screwed in Your Next Major Purchase,"How Not to Get Screwed in Your Next Major Purchase",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-16 12:56:52,30
199,V-14-7700-212272,6 Simple Dietary Substitutions to Drop Pounds Fast,"# Simple Dietary Substitutions to Drop Pounds Fast",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-17 12:05:54,30
200,V-14-7700-212271,Why You'll Be Wearing Sneakers Instead of Pumps Very Soon,"Why You'll Be Wearing Sneakers Instead of Pumps Very Soon",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-17 11:30:41,30
201,V-14-7700-212270,5 Things You Need to Do Before Spring,"# Things You Need to Do Before Spring",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-21 12:00:51,30
202,V-14-7700-212269,Sex: Are You Doing It Right?,"Sex: Are You Doing It Right? ",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-17 10:57:14,30
203,V-14-7700-212268,Are You Washing Your Face the Right Way?,"Are You Washing Your Face the Right Way?",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-14 13:12:43,30
204,V-14-7700-212267,Is It Really Possible to Make a Long Distance Relationship Work?,"Is It Really Possible to Make a Long Distance Relationship Work? ",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-14 12:34:06,30
205,V-14-7700-212266,What's In and Out for 2014,"What's In and Out for 2014 ",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-17 10:31:01,30
206,V-14-7700-212265,How to Survive Life With a Sports Fanatic,"How to Survive Life With a Sports Fanatic",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-14 11:54:38,30
207,V-14-7700-212264,Stop the Hate: How to Appreciate Others with Different Viewpoints,"Stop the Hate: How to Appreciate Others with Different Viewpoints",VSE,Hollywood Psychics,,,SHAREBAIT,500,0,2014-02-16 12:08:03,30
208,V-14-7899-211583,4 Ways to Prepare for a Psychic Reading on the Phone,4 Ways to Prepare for a Psychic Reading on the Phone,VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-23 16:49:27,30
209,V-14-7899-211582,How a Psychic Can Help You Choose Your First Home,How a Psychic Can Help You Choose Your First Home,VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-23 16:49:44,30
210,V-14-7899-211580,4 Things to Do When You Have a Serious Illness,"# Things to Do When You Have a Serious Illness",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-23 16:49:56,30
211,V-14-7899-211579,Ways to Connect With a Passed Loved One,"Ways to Connect with a Passed Loved One",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-23 17:03:27,30
212,V-14-7899-211507,How a Psychic Chat Can Provide Professional Direction,How a Psychic Chat Can Provide Professional Direction,VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:11:48,30
213,V-14-7899-211506,Coping with a Coworker Who's Trying to Sabotage You,"Coping with a Coworker Who's Trying to Sabotage You",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:12:08,30
214,V-14-7899-211505,The 5 Best Ways to Avoid Toxic Friends,"The # Best Ways to Avoid Toxic Friends",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:12:32,30
215,V-14-7899-211504,The Secret to Overcoming Confidence-Crippling Anxiety,"The Secret to Overcoming Confidence-Crippling Anxiety",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:23:20,30
216,V-14-7899-211503,# Surefire Ways to Stop Being So Shy,"# Surefire Ways to Stop Being So Shy",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:23:37,30
217,V-14-7899-211502,5 Tips for Picking the Perfect Online Psychic,"# Tips for Picking the Perfect Online Psychic",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:35:38,30
218,V-14-7899-211501,What Your Love Tarot Reading Can Tell You about Your Type,"What Your Love Tarot Reading Can Tell You About Your Type",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:35:50,30
219,V-14-7899-211500,Using a Pet Psychic to Find Your Lost Friend,"Using a Pet Psychic to Find Your Lost Friend",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:36:02,30
220,V-14-7899-211499,Using Astrology to Determine the Best Time for Surgery,"Using Astrology to Determine the Best Time For Surgery",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:36:31,30
221,V-14-7899-211498,4 Reasons You Should Never Use Karma to Do Your Dirty Work,"# Reasons You Should Never Use Karma to Do Your Dirty Work",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:50:10,30
222,V-14-7899-211497,Consult with a Psychic Before Making Any of These 4 Decisions,"Consult with a Psychic Before Making Any of These # Decisions",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:50:25,30
223,V-14-7899-211496,5 Relationship Decisions a Psychic Can Help You Make,"# Relationship Decisions a Psychic Can Help You Make",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:24:18,30
224,V-14-7899-211495,4 Pet Problems and How to Solve Them,"# Pet Problems and How to Solve Them",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:50:36,30
225,V-14-7899-211494,Missing a Loved One? 5 Ways a Clairvoyant Can Help,"Missing a Loved One? # Ways a Clairvoyant Can Help",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-23 17:03:44,30
226,V-14-7899-211493,Getting the Most Out Of Your First Psychic Reading,"Getting the Most Out Of Your First Psychic Reading",VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-22 17:51:05,30
227,V-14-7899-210689,6 Ways to Improve Your Mood After a Bad Day,6 Ways to Improve Your Mood After a Bad Day,VSE,PsychicSource,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2014-01-10 15:25:52,30
228,V-14-7700-209632,Achoo! How Allergy Sufferers Can Enjoy Romantic Scents and Fragrances,Achoo! How Allergy Sufferers Can Enjoy Romantic Scents and Fragrances,VSE,Hollywood Psychics,CBerghoefer      36,,SHAREBAIT,500,0,2013-12-20 10:49:17,30
229,V-14-7700-209631,"Your Cheap, No Stress Holiday Guide","Your Cheap, No Stress Holiday Guide",VSE,Hollywood Psychics,CBerghoefer      36,,SHAREBAIT,500,0,2013-12-20 10:15:30,30
230,V-14-7700-209630,Get Your New Years Resolutions Together With the Help of Your Psychic,"Get Your New Years Resolutions Together With the Help of Your Psychic",VSE,Hollywood Psychics,CBerghoefer      36,,SHAREBAIT,500,0,2013-12-18 15:58:27,30
231,V-14-7700-209629,"Boss Being Unfair? How to Confront Her Firmly, Yet Respectfully"," Boss Being Unfair? How to Confront Him Firmly, Yet Respectfully",VSE,Hollywood Psychics,CBerghoefer      36,,SHAREBAIT,500,0,2013-12-19 16:18:26,30
232,V-14-7700-209628,4 Terrifying Symptoms You Can Completely Ignore,"# Terrifying Symptoms You Can Completely Ignore",VSE,Hollywood Psychics,CBerghoefer      36,,SHAREBAIT,500,0,2013-12-20 12:56:38,30
233,V-14-7700-209627,5 Powerful Females Who've Stormed the Traditionally Male Business World,"# Powerful Females Who've Stormed the Traditionally Male Business World",VSE,Hollywood Psychics,CBerghoefer      36,,SHAREBAIT,500,0,2014-01-21 15:08:59,30
234,V-14-7700-209626,How to Keep Your Pets Warm and Well During Winter,"How to Keep Your Pets Warm and Well During Winter",VSE,Hollywood Psychics,CBerghoefer      36,,SHAREBAIT,500,0,2013-12-18 14:36:44,30
235,V-14-7700-209625,How to Make a Traditional Holiday Meal the Healthy Way,"How to Make a Traditional Thanksgiving the Healthy Way",VSE,Hollywood Psychics,CBerghoefer      36,,SHAREBAIT,500,0,2013-12-18 13:20:23,30
236,V-14-7700-209624,How to Create Your Career Game Plan With the Help of Your Psychic,"How to Create Your Career Game Plan With the Help of Your Psychic",VSE,Hollywood Psychics,CBerghoefer      36,,SHAREBAIT,500,0,2013-12-18 13:25:44,30
237,V-14-7700-209623,What Do You Need to Know About Obamacare,"What Do You Need to Know About Obamacare",VSE,Hollywood Psychics,CBerghoefer      36,,SHAREBAIT,500,0,2013-12-18 13:23:22,30
238,V-14-7700-209414,5 Factors that Affect Your Happiness,5 Factors that Affect Your Happiness,VSE,Hollywood Psychics,CBerghoefer      36,CourtniWriter[1]      0      0,SHAREBAIT,500,0,2013-12-12 11:32:22,30
