No.,Article Number,Article Title,Keyword,Client,Campaign Name,Editor,Copywriter,Article Type,Number of Words,Keyword Match in Content,Submit Date,Cost
355,H-123-9606-227668,Imagination Comes to Life with La Nouba by Circque Du Soleil,"La Nouba Theater--Lake Buena Vista--FL--US--Near Landmark",Hipmunk,Lake Buena Vista--FL--US--Near Landmark,KKaradzaEditor      2,genevievenino[1]      0      0,Hipmunk Copy (Tier 3),200,0,2014-07-27 20:08:47,12
356,H-123-9605-227667,Experience Disney World on a Budget in Lake Buena Vista,Lake Buena Vista--FL--US--Hotel Destination,Hipmunk,Lake Buena Vista--FL--US--Hotel Destination,JoyNelsonEditor      16,emilycrone[1]      2      1,Hipmunk Copy (Tier 3),600,0,2014-07-28 22:44:10,36
357,H-123-9604-227666,Cheap Flights to Lake Buena Vista and Walt Disney World,Lake Buena Vista--FL--US--Flight Destination,Hipmunk,Lake Buena Vista--FL--US--Flight Destination,KKaradzaEditor      2,laurenhaas[1]      3      3,Hipmunk Copy (Tier 3),400,0,2014-07-28 04:16:49,24
358,H-124-9603-227665,Stay at the Bay Lake Tower at Disney's Contemporary Resort,Bay Lake Tower at Disney's Contemporary Resort-id=311599,Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,DBararEditor      4,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,106,0,2014-07-25 19:03:20,4.24
359,H-124-9603-227664,Experience Disney World's Unique Animal Kingdom Villas,"Disney's Animal Kingdom Villas - Kidani Village-id=276591",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,DBararEditor      4,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,105,0,2014-07-25 13:39:28,4.2
360,H-124-9603-227663,Camp or Get a Cabin at Disney's Fort Wilderness Resort,"Disney's Fort Wilderness Resort &amp; Campground-id=234362",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,DBararEditor      4,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,105,0,2014-07-26 13:04:52,4.2
361,H-124-9603-227662,Disney’s Take on a New England Yacht Club,"Disney's Yacht Club Resort-id=109542",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,DMumpowerEdit      9,kathymcgraw[1]      4      4,Hipmunk Hotel Properties,207,0,2014-07-26 18:29:07,8.28
362,H-124-9603-227661,"Disney’s Magical Lakeside Resort in Orlando, Florida","Disney's BoardWalk Inn-id=124110",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,DMumpowerEdit      9,kathymcgraw[1]      4      4,Hipmunk Hotel Properties,216,0,2014-07-26 15:59:23,8.64
363,H-124-9603-227660,Disney Magic Transports the Beauty of the Pacific-Northwest to Florida,"Disney's Wilderness Lodge-id=234367",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,DMumpowerEdit      9,kathymcgraw[1]      4      4,Hipmunk Hotel Properties,277,0,2014-07-25 22:02:03,11.08
364,H-124-9603-227659,Discounted Disney World Hotel in Lake Buena Vista,"DoubleTree Suites by Hilton Orlando - Lake Buena Vista-id=122509",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,LWhittleEditor      1,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,258,0,2014-07-28 07:31:58,10.32
365,H-124-9603-227658,Cheap Lake Buena Vista Inn near Downtown Disney,"Holiday Inn Lake Buena Vista Downtown-id=109128",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,LWhittleEditor      1,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,266,0,2014-07-28 07:30:16,10.64
366,H-124-9603-227657,Deluxe Disney World Hotel in Lake Buena Vista with Low Nightly Rates,"Disney's Port Orleans Resort French Quarter-id=109543",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,LWhittleEditor      1,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,266,0,2014-07-28 07:34:30,10.64
367,H-124-9603-227656,Great Beachside Hotel,"Disney's Beach Club Resort-id=107032",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,DorotaEditor      4,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,247,0,2014-07-28 22:16:20,9.88
368,H-124-9603-227655,Affordable Hotel for the Whole Family,"Best Western Lake Buena Vista Resort Hotel-id=163838",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,DorotaEditor      4,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,304,0,2014-07-28 21:48:32,12.16
369,H-124-9603-227654,The Only Way to Enjoy a Disney Vacation,"Disney's Contemporary Resort-id=311599",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,DorotaEditor      4,jessicamcrooks[1]      0      0,Hipmunk Hotel Properties,310,0,2014-07-28 18:12:43,12.4
370,H-124-9603-227653,Budget-Friendly Lake Buena Vista Resort near Disney World,"Disney's Polynesian Resort-id=234366",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,AlexStrineEdit      9,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,308,0,2014-07-28 07:13:55,12.32
371,H-124-9603-227652,Inexpensive Disney World Resort in Lake Buena Vista,"Disney's All-Star Sports Resort-id=109574",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,AlexStrineEdit      9,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,309,0,2014-07-28 07:11:28,12.36
372,H-124-9603-227651,Inexpensive Lake Buena Vista Resort near Disney World,"Disney's All-Star Music Resort-id=234364",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,AlexStrineEdit      9,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,302,0,2014-07-28 07:09:51,12.08
373,H-124-9603-227650,Enjoy Your Family Vacation in Lake Buena Vista,"Disney's Coronado Springs Resort-id=128892",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,ABeckstettEdit      7,tanyadavis[1]      0      0,Hipmunk Hotel Properties,291,0,2014-07-26 22:35:29,11.64
374,H-124-9603-227649,Create Special Vacation Memories in Lake Buena Vista,"Disney's All-Star Movies Resort-id=234365",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,ABeckstettEdit      7,tanyadavis[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-27 00:17:24,12
375,H-124-9603-227648,Fun Vacation Times at Lake Buena Vista,"Wyndham Lake Buena Vista Resort-id=119051",Hipmunk,Lake Buena Vista--FL--US--Hotel Properties,ABeckstettEdit      7,tanyadavis[1]      0      0,Hipmunk Hotel Properties,299,0,2014-07-27 01:27:18,11.96
376,H-124-9602-227647,Walt Disney World's Budget Friendly Caribbean,Disney's Caribbean Beach Resort-id=106105,Hipmunk,Lake Buena Vista--FL--US--Top Hotel Properties,rkarraneditor      5,kirstysnare[1]      0      0,Hipmunk Hotel Properties,306,0,2014-07-31 01:55:32,12.24
377,H-124-9602-227646,Great Value on the Banks of Disney's Sassagoula River,"Disney's Port Orleans Resort - Riverside-id=109566",Hipmunk,Lake Buena Vista--FL--US--Top Hotel Properties,rkarraneditor      5,kirstysnare[1]      0      0,Hipmunk Hotel Properties,306,0,2014-07-31 01:50:36,12.24
378,H-124-9602-227645,Disney's Most Family Friendly Value Accommodation,"Disney's Art of Animation Resort-id=386865",Hipmunk,Lake Buena Vista--FL--US--Top Hotel Properties,rkarraneditor      5,kirstysnare[1]      0      0,Hipmunk Hotel Properties,306,0,2014-07-31 01:46:41,12.24
379,H-124-9602-227644,Great Value Walt Disney World Resort,"Disney's Pop Century Resort-id=195652",Hipmunk,Lake Buena Vista--FL--US--Top Hotel Properties,rkarraneditor      5,kirstysnare[1]      0      0,Hipmunk Hotel Properties,308,0,2014-07-31 01:33:57,12.32
380,H-124-9602-227643,Deluxe Disney Experience at a Magical Price,"Disney's Animal Kingdom Lodge-id=189956",Hipmunk,Lake Buena Vista--FL--US--Top Hotel Properties,rkarraneditor      5,kirstysnare[1]      0      0,Hipmunk Hotel Properties,306,0,2014-07-31 01:27:35,12.24
381,H-124-9602-227642,"A Grand Stay At Disney World, With a Victorian Touch","Disney's Grand Floridian Resort &amp; Spa-id=109546",Hipmunk,Lake Buena Vista--FL--US--Top Hotel Properties,rkarraneditor      5,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,311,0,2014-07-26 18:31:11,12.44
382,H-124-9602-227641,EnjoyHilton Style at Disney World,"Hilton Orlando Lake Buena Vista-id=122509",Hipmunk,Lake Buena Vista--FL--US--Top Hotel Properties,rkarraneditor      5,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,406,0,2014-07-27 14:25:28,16.24
383,H-124-9602-227640,Stay at the Walt Disney World Swan Hotel,"Walt Disney World Swan-id=163897",Hipmunk,Lake Buena Vista--FL--US--Top Hotel Properties,rkarraneditor      5,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,408,0,2014-07-26 09:04:50,16.32
384,H-124-9602-227639,Towering Elegance Overlooking Disney World,"The Buena Vista Palace Hotel &amp; Spa-id=182220",Hipmunk,Lake Buena Vista--FL--US--Top Hotel Properties,rkarraneditor      5,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,503,0,2014-07-28 06:57:04,20.12
385,H-124-9602-227638,Visit the Walt Disney World Dolphin Hotel,"Walt Disney World Dolphin-id=143049",Hipmunk,Lake Buena Vista--FL--US--Top Hotel Properties,rkarraneditor      5,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,507,0,2014-07-25 07:57:18,20.28
386,H-126-9601-227637,Discover the Cheapest Oceanfront Hotels on Daytona Beach,Beach Hotels--Daytona Beach--FL--US--Best Of,Hipmunk,Daytona Beach--FL--US--Best Of,JamesMonroeEdit      6,lindamanning[1]      0      0,Hipmunk Copy (Tier 3),400,0,2014-07-28 11:40:42,24
387,H-126-9601-227636,The Top Hotels for Romance in Daytona,"Romantic Hotels--Daytona Beach--FL--US--Best Of",Hipmunk,Daytona Beach--FL--US--Best Of,JamesMonroeEdit      6,lindamanning[1]      0      0,Hipmunk Copy (Tier 3),400,0,2014-07-26 10:29:03,24
388,H-126-9601-227635,Less Than Par-Daytona Beach Budget Hotels for Golf Enthusiasts,"Golf Hotels--Daytona Beach--FL--US--Best Of",Hipmunk,Daytona Beach--FL--US--Best Of,JamesMonroeEdit      6,lindamanning[1]      0      0,Hipmunk Copy (Tier 3),400,0,2014-07-27 09:42:36,24
389,H-123-9600-227634,Landing at Daytona Beach International Airport,Daytona Beach Intl.--Daytona Beach--FL--US--Near Airport-id=504f9e4fbb290e74d000065d,Hipmunk,Daytona Beach--FL--US--Near Airport,DMumpowerEdit      9,lindamanning[1]      0      0,Hipmunk Copy (Tier 3),300,0,2014-07-27 08:12:11,18
390,H-123-9599-227633,Relax in an Ormond Beach Hotel,Ormond Beach--Daytona Beach--FL--US--Near Neighborhood,Hipmunk,Daytona Beach--FL--US--Near Neighborhood,NHollandEditor      1,lindaforshaw[1]      5      5,Hipmunk Copy (Tier 3),200,0,2014-07-25 19:48:08,12
391,H-123-9599-227632,"Experience the Best of Flagler County in Palm Coast, Florida","Palm Coast--Daytona Beach--FL--US--Near Neighborhood",Hipmunk,Daytona Beach--FL--US--Near Neighborhood,NHollandEditor      1,lindaforshaw[1]      5      5,Hipmunk Copy (Tier 3),200,0,2014-07-25 17:40:55,12
392,H-123-9599-227631,Enjoy the Thriving Arts Scene at New Smyrna Beach,"New Smyrna Beach--Daytona Beach--FL--US--Near Neighborhood",Hipmunk,Daytona Beach--FL--US--Near Neighborhood,NHollandEditor      1,lindaforshaw[1]      5      5,Hipmunk Copy (Tier 3),200,0,2014-07-25 17:21:01,12
393,H-123-9598-227630,A Race to See the Dale Earnhardt Sr. Statue,Dale Earnhardt St. Statue--Daytona Beach--FL--US--Near Landmark,Hipmunk,Daytona Beach--FL--US--Near Landmark,KZeedickEditor      5,cczajkowski[1]      3      3,Hipmunk Copy (Tier 3),200,0,2014-07-28 22:08:07,12
394,H-123-9598-227629,Stay Close and Enjoy Airport Road Park,"Airport Road Park--Daytona Beach--FL--US--Near Landmark",Hipmunk,Daytona Beach--FL--US--Near Landmark,KZeedickEditor      5,cczajkowski[1]      3      3,Hipmunk Copy (Tier 3),200,0,2014-07-28 21:43:02,12
395,H-123-9598-227628,The Beauty of Belle Terre Park,"Belle Terre Park--Daytona Beach--FL--US--Near Landmark",Hipmunk,Daytona Beach--FL--US--Near Landmark,KZeedickEditor      5,cczajkowski[1]      3      3,Hipmunk Copy (Tier 3),200,0,2014-07-27 09:13:03,12
396,H-123-9597-227627,Fun and Sun on the Cheap in Daytona Beach,Daytona Beach--FL--US--Hotel Destination,Hipmunk,Daytona Beach--FL--US--Hotel Destination,KKaradzaEditor      2,emilysullivan[1]      0      0,Hipmunk Copy (Tier 3),600,0,2014-07-27 17:30:49,36
397,H-123-9596-227626,Daytona Beach: The Getaway for Every Man,Daytona Beach--FL--US--Flight Destination,Hipmunk,Daytona Beach--FL--US--Flight Destination,JGabrielsonEdit      4,joecortez[1]      1      1,Hipmunk Copy (Tier 3),400,0,2014-07-27 15:36:18,24
398,H-124-9594-227623,The Affordable Daytona Inn Beach Resort,Daytona Inn Beach Resort-id=244257,Hipmunk,Daytona Beach--FL--US--Hotel Properties,BillMcSteenEdit      4,kathyeckel[5]      0      0,Hipmunk Hotel Properties,106,0,2014-07-28 12:56:29,4.24
399,H-124-9594-227622,Affordable Daytona Hotel,"Comfort Suites Daytona Beach-id=148543",Hipmunk,Daytona Beach--FL--US--Hotel Properties,BillMcSteenEdit      4,jackiemasloff[1]      0      0,Hipmunk Hotel Properties,103,0,2014-07-27 14:04:08,4.12
400,H-124-9594-227621,Low-Price Hotel in Daytona Beach,"Super 8 Downtown-id=227271",Hipmunk,Daytona Beach--FL--US--Hotel Properties,BillMcSteenEdit      4,erinrivera[1]      0      0,Hipmunk Hotel Properties,102,0,2014-07-28 07:29:41,4.08
401,H-124-9594-227620,Inexpensive Daytona Hotel,"Econo Lodge-id=237636",Hipmunk,Daytona Beach--FL--US--Hotel Properties,BillMcSteenEdit      4,jackiemasloff[1]      0      0,Hipmunk Hotel Properties,103,0,2014-07-27 14:14:30,4.12
402,H-124-9594-227619,Enjoy a Stay at Courtyard by Marriott Daytona Beach,"Courtyard by Marriott Daytona Beach-id=211413",Hipmunk,Daytona Beach--FL--US--Hotel Properties,DHeuvelEdit      2,kathyeckel[5]      0      0,Hipmunk Hotel Properties,108,0,2014-07-28 17:02:29,4.32
403,H-124-9594-227618,Atlantic Access at La Quinta Inn &amp; Suites Oceanfront Daytona Beach,"La Quinta Inn &amp; Suites Oceanfront Daytona Beach-id=221167",Hipmunk,Daytona Beach--FL--US--Hotel Properties,DHeuvelEdit      2,michaelsarko[1]      7      4,Hipmunk Hotel Properties,107,0,2014-07-28 01:45:18,4.28
404,H-124-9594-227617,Easy Stays at Hilton Garden Inn Daytona Beach Airport,"Hilton Garden Inn Daytona Beach Airport-id=192065",Hipmunk,Daytona Beach--FL--US--Hotel Properties,DHeuvelEdit      2,kathyeckel[5]      0      0,Hipmunk Hotel Properties,99,0,2014-07-28 12:32:49,3.96
405,H-124-9594-227616,Stay at Virginia Beach at the Comfort Inn &amp; Suites Oceanfront,"Comfort Inn &amp; Suites Oceanfront-id=148543",Hipmunk,Daytona Beach--FL--US--Hotel Properties,DHeuvelEdit      2,michaelsarko[1]      7      4,Hipmunk Hotel Properties,109,0,2014-07-28 01:51:00,4.36
406,H-124-9594-227615,Ideally Located Near Interstate 95 in Daytona Beach,"Super 8 Daytona Beach Speedway-id=201538",Hipmunk,Daytona Beach--FL--US--Hotel Properties,LWhittleEditor      1,sandrabrown[1]      0      0,Hipmunk Hotel Properties,105,0,2014-07-30 20:25:50,4.2
407,H-124-9594-227614,A Choice Hotel for the Budget Conscious Traveler,"Days Inn Daytona Beach Downtown-id=204776",Hipmunk,Daytona Beach--FL--US--Hotel Properties,LWhittleEditor      1,sandrabrown[1]      0      0,Hipmunk Hotel Properties,108,0,2014-07-30 20:28:53,4.32
408,H-124-9594-227613,Affordable Daytona International Speedway Hotel Rooms,"Quality Inn - Daytona Speedway-id=122631",Hipmunk,Daytona Beach--FL--US--Hotel Properties,LWhittleEditor      1,sandrabrown[1]      0      0,Hipmunk Hotel Properties,103,0,2014-07-30 20:23:45,4.12
409,H-124-9594-227612,Affordable Accommodations Near Daytona International Speedway,"Holiday Inn Daytona Beach LPGA Boulevard-id=309589",Hipmunk,Daytona Beach--FL--US--Hotel Properties,LWhittleEditor      1,sandrabrown[1]      0      0,Hipmunk Hotel Properties,106,0,2014-07-29 01:58:26,4.24
410,H-124-9594-227611,A Beachside Stay at the Desert Inn Resort &amp; Convention Center,"Desert Inn Resort &amp; Convention Center-id=244257",Hipmunk,Daytona Beach--FL--US--Hotel Properties,LWhittleEditor      1,kathyeckel[5]      0      0,Hipmunk Hotel Properties,107,0,2014-07-30 20:31:40,4.28
411,H-124-9594-227610,Stay at the Best Western Plus International Speedway Hotel,"Best Western Plus International Speedway Hotel-id=125829",Hipmunk,Daytona Beach--FL--US--Hotel Properties,LWhittleEditor      1,kathyeckel[5]      0      0,Hipmunk Hotel Properties,104,0,2014-07-30 20:36:11,4.16
412,H-124-9594-227609,Enjoy a Stay at the Hampton Inn Daytona Speedway,"Hampton Inn Daytona Speedway-id=139432",Hipmunk,Daytona Beach--FL--US--Hotel Properties,LWhittleEditor      1,kathyeckel[5]      0      0,Hipmunk Hotel Properties,108,0,2014-07-29 20:42:28,4.32
413,H-124-9594-227608,Affordable Hotel at Daytona Beach,"Homewood Suites Daytona Beach Airport/Speedway-id=238877",Hipmunk,Daytona Beach--FL--US--Hotel Properties,LWhittleEditor      1,erinrivera[1]      0      0,Hipmunk Hotel Properties,100,0,2014-07-29 20:35:54,4
414,H-124-9593-227605,Stay Ocean-Side at San Marina Motel,San Marina Motel-id=270144,Hipmunk,Daytona Beach--FL--US--Top Hotel Properties,DMumpowerEdit      9,jillenaobrien[1]      0      0,Hipmunk Hotel Properties,109,0,2014-07-28 00:33:25,4.36
415,H-124-9593-227604,"Just Miles From the Beach in Daytona Beach, FL","Days Inn Daytona Beach Speedway-id=109481",Hipmunk,Daytona Beach--FL--US--Top Hotel Properties,DMumpowerEdit      9,jillenaobrien[1]      0      0,Hipmunk Hotel Properties,114,0,2014-07-28 00:20:24,4.56
416,H-124-9593-227603,Have the Perfect Beach Getaway at Ocean Shore Resort,"Ocean Shore Resort-id=130856",Hipmunk,Daytona Beach--FL--US--Top Hotel Properties,DMumpowerEdit      9,jillenaobrien[1]      0      0,Hipmunk Hotel Properties,111,0,2014-07-27 00:16:08,4.44
417,H-124-9593-227602,Budget Vacation Spot Right on the Beach,"Holiday Inn &amp; Suites Daytona Beach on the Ocean-id=200931",Hipmunk,Daytona Beach--FL--US--Top Hotel Properties,DMumpowerEdit      9,jillenaobrien[1]      0      0,Hipmunk Hotel Properties,109,0,2014-07-27 00:01:10,4.36
418,H-124-9593-227601,Escape to Sunny Daytona with La Quinta Inn,"La Quinta Inn Daytona Beach / International Speedway-id=140993",Hipmunk,Daytona Beach--FL--US--Top Hotel Properties,DMumpowerEdit      9,jillenaobrien[1]      0      0,Hipmunk Hotel Properties,111,0,2014-07-26 23:49:51,4.44
419,H-124-9593-227600,Daytona From the Speedway to the Beach,"Boardwalk Inn and Suites-id=219521",Hipmunk,Daytona Beach--FL--US--Top Hotel Properties,CRodmanEditor      0,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,107,0,2014-07-29 06:39:38,4.28
420,H-124-9593-227599,Cheap Daytona Beach Oceanfront Hotel,"Holiday Inn Resort Daytona Beach Oceanfront-id=202420",Hipmunk,Daytona Beach--FL--US--Top Hotel Properties,CRodmanEditor      0,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,204,0,2014-07-29 13:51:39,8.16
421,H-124-9593-227598,Party By the Surf at Daytona Beach,"Mayan Inn Daytona Beach-id=204920",Hipmunk,Daytona Beach--FL--US--Top Hotel Properties,CRodmanEditor      0,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,206,0,2014-07-30 06:25:58,8.24
422,H-124-9593-227597,Soak Up Daytona Beach at the Plaza Resort &amp; Spa,"Plaza Resort &amp; Spa-id=161184",Hipmunk,Daytona Beach--FL--US--Top Hotel Properties,CRodmanEditor      0,alexsilbajoris[1]      0      0,Hipmunk Hotel Properties,308,0,2014-07-29 03:59:41,12.32
423,H-124-9593-227596,Inexpensive Oceanfront Resort in Daytona Beach,"Hilton Daytona Beach Oceanfront Resort-id=117897",Hipmunk,Daytona Beach--FL--US--Top Hotel Properties,CRodmanEditor      0,tamilamcdonald[1]      0      0,Hipmunk Hotel Properties,309,0,2014-07-29 13:50:03,12.36
424,H-123-9592-227595,Relax and Unwind at a Birmingham Spa Hotel,Spa Hotels--Birmingham--AL--US--Best Of,Hipmunk,Birmingham--AL--US--Best Of,KZeedickEditor      5,cthongkham[1]      5      5,Hipmunk Copy (Tier 3),400,0,2014-07-28 04:25:27,24
425,H-123-9592-227594,Book a Fabulous Birmingham Wedding Hotel for Your Nuptials,"Wedding Hotels--Birmingham--AL--US--Best Of",Hipmunk,Birmingham--AL--US--Best Of,KZeedickEditor      5,cthongkham[1]      5      5,Hipmunk Copy (Tier 3),400,0,2014-07-28 03:41:50,24
426,H-123-9592-227593,Take it Easy at a Trendy Bar Hotel in Birmingham,"Bar Hotels--Birmingham--AL--US--Best Of",Hipmunk,Birmingham--AL--US--Best Of,KZeedickEditor      5,cthongkham[1]      5      5,Hipmunk Copy (Tier 3),400,0,2014-07-28 05:11:45,24
427,H-123-9591-227592,Fly into Birmingham Airport for a Taste of Southern Hospitality,Birmingham Airport--Birmingham--AL--US--Near Airport-id=504f9e48bb290e74d000058b,Hipmunk,Birmingham--AL--US--Near Airport,DMumpowerEdit      9,cthongkham[1]      5      5,Hipmunk Copy (Tier 3),300,0,2014-07-28 02:09:18,18
428,H-123-9590-227591,"Explore Downtown Birmingham, AL",Downtown Birmingham--Birmingham--AL--US--Near Neighborhood,Hipmunk,Birmingham--AL--US--Near Neighborhood,KZeedickEditor      5,tammybanfield[1]      3      3,Hipmunk Copy (Tier 3),200,0,2014-07-26 11:11:41,12
429,H-123-9590-227590,Calera: Small-Town Charm South of Birmingham,Calera--Birmingham--AL--US--Near Neighborhood,Hipmunk,Birmingham--AL--US--Near Neighborhood,KZeedickEditor      5,tammybanfield[1]      3      3,Hipmunk Copy (Tier 3),200,0,2014-07-26 13:42:15,12
430,H-123-9590-227589,"Water Park Adventure in Bessemer, AL",Bessemer--Birmingham--AL--US--Near Neighborhood,Hipmunk,Birmingham--AL--US--Near Neighborhood,KZeedickEditor      5,tammybanfield[1]      3      3,Hipmunk Copy (Tier 3),200,0,2014-07-26 15:29:25,12
431,H-123-9589-227588,Wild Times at Birmingham Zoo,Birmingham Zoo--Birmingham--AL--US--Near Landmark,Hipmunk,Birmingham--AL--US--Near Landmark,BenFergusonEdit      0,tammybanfield[1]      3      3,Hipmunk Copy (Tier 3),200,0,2014-07-26 21:26:41,12
432,H-123-9589-227587,Classic Films at the Historic Alabama Theatre,Alabama Theater--Birmingham--AL--US--Near Landmark,Hipmunk,Birmingham--AL--US--Near Landmark,BenFergusonEdit      0,tammybanfield[1]      3      3,Hipmunk Copy (Tier 3),200,0,2014-07-26 12:22:07,12
433,H-123-9589-227586,Alabama Family Fun at Splash Adventure Water Park,Alabama Adventure--Birmingham--AL--US--Near Landmark,Hipmunk,Birmingham--AL--US--Near Landmark,BenFergusonEdit      0,tammybanfield[1]      3      3,Hipmunk Copy (Tier 3),200,0,2014-07-26 18:30:35,12
434,H-123-9588-227585,"Affordable Hotels and Attractions in Birmingham, Alabama",Birmingham--AL--US--Hotel Destination,Hipmunk,Birmingham--AL--US--Hotel Destination,KKaradzaEditor      2,gwinston[1]      1      0,Hipmunk Copy (Tier 3),600,0,2014-07-28 03:08:52,36
435,H-123-9587-227584,"Birmingham, Alabama: Stress-Free Flights and Affordable Transportation",Birmingham--AL--US--Flight Destination,Hipmunk,Birmingham--AL--US--Flight Destination,JamesMonroeEdit      6,ashostak[1]      9      8,Hipmunk Copy (Tier 3),400,0,2014-07-27 21:39:03,24
436,H-124-9586-227583,Affordable Birmingham Accommodations,Candlewood Suites Birmingham-id=146369,Hipmunk,Birmingham--AL--US--Hotel Properties,CRodmanEditor      0,lucindawatrous[1]      0      0,Hipmunk Hotel Properties,106,0,2014-07-28 10:26:33,4.24
437,H-124-9586-227582,Budget Friendly Birmingham Extended Stay,"Sun Suites Of Birmingham-id=205011",Hipmunk,Birmingham--AL--US--Hotel Properties,CRodmanEditor      0,lucindawatrous[1]      0      0,Hipmunk Hotel Properties,111,0,2014-07-28 10:36:03,4.44
438,H-124-9586-227581,"Affordable Comfort in Birmingham, Alabama","Days Inn Birmingham/West-id=112545",Hipmunk,Birmingham--AL--US--Hotel Properties,CRodmanEditor      0,lucindawatrous[1]      0      0,Hipmunk Hotel Properties,117,0,2014-07-28 10:45:40,4.68
439,H-124-9586-227580,Affordable Stay Near Downtown Birmingham,"Comfort Inn Airport-id=124730",Hipmunk,Birmingham--AL--US--Hotel Properties,CRodmanEditor      0,lucindawatrous[1]      0      0,Hipmunk Hotel Properties,112,0,2014-07-28 10:52:43,4.48
440,H-124-9586-227579,"Enjoy Everything Birmingham, Alabama Offers","Hampton Inn Birmingham/Trussville-id=139436",Hipmunk,Birmingham--AL--US--Hotel Properties,CRodmanEditor      0,lucindawatrous[1]      0      0,Hipmunk Hotel Properties,105,0,2014-07-28 20:32:35,4.2
441,H-124-9586-227578,Extended Stay in Magic Stay,"Residence Inn By Marriott Birmingham Inverness-id=112850",Hipmunk,Birmingham--AL--US--Hotel Properties,AlexStrineEdit      9,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,102,0,2014-07-29 16:29:29,4.08
442,H-124-9586-227577,Stay in Pleasant Birmingham,"Courtyard Birmingham Colonnade-id=135631",Hipmunk,Birmingham--AL--US--Hotel Properties,AlexStrineEdit      9,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,98,0,2014-07-29 20:43:49,3.92
443,H-124-9586-227575,Pet-Friendly Birmingham,"Extended Stay America - Birmingham - Perimeter Park South-id=164856",Hipmunk,Birmingham--AL--US--Hotel Properties,AlexStrineEdit      9,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,101,0,2014-07-29 17:55:02,4.04
444,H-124-9586-227574,Comfortable Alabama,"Marriott Birmingham-id=112850",Hipmunk,Birmingham--AL--US--Hotel Properties,AlexStrineEdit      9,jenniferpowlison[1]      0      0,Hipmunk Hotel Properties,102,0,2014-07-29 17:44:36,4.08
445,H-124-9586-227573,Experience Southern Comfort,"SpringHill Suites by Marriott Birmingham Colonnade-id=266076",Hipmunk,Birmingham--AL--US--Hotel Properties,DHeuvelEdit      2,jessicabyard[1]      0      0,Hipmunk Hotel Properties,103,0,2014-07-27 17:24:31,4.12
446,H-124-9586-227572,Discover Alabama,"Hampton Inn &amp; Suites Birmingham / 280 East - Eagle Point-id=368791",Hipmunk,Birmingham--AL--US--Hotel Properties,DHeuvelEdit      2,jessicabyard[1]      0      0,Hipmunk Hotel Properties,105,0,2014-07-27 17:27:48,4.2
447,H-124-9586-227571,Experience Downtown fun in Birmingham,"SpringHill Suites Birmingham Downtown at UAB-id=309440",Hipmunk,Birmingham--AL--US--Hotel Properties,DHeuvelEdit      2,jessicabyard[1]      0      0,Hipmunk Hotel Properties,102,0,2014-07-27 17:30:39,4.08
448,H-124-9586-227570,Plan a Southern Escape,"Hampton Inn Birmingham Colonnade-id=113233",Hipmunk,Birmingham--AL--US--Hotel Properties,DHeuvelEdit      2,jessicabyard[1]      0      0,Hipmunk Hotel Properties,108,0,2014-07-27 17:33:45,4.32
