Campaign Name,Campaign ID,Domain,Number of Keywords,Campaign Keywords,Mapping-ID,Optional Field 1,Optional Field 2,Optional Field 3,Optional Field 4,
,4345,trainingpoint.org,3,trainingpoint.org,trainingpoint.org,,,"Training, Careers, Employment, Jobs, Economy, Management",trainingpoint.org,
,4346,trainingpost.org,3,trainingpost.org,trainingpost.org,,,Education/Continuing Education/Online Learning/Employment Requirements,trainingpost.org,
,4348,transgenesis.org,3,transgenesis.org,transgenesis.org,,,"Lifestyle, gay, lesbian, bi-sexual, transgenders, support, beliefs, jobs, children, relationships, laws, history",transgenesis.org,
,4350,traumanurse.org,3,traumanurse.org,traumanurse.org,,,"Public Health, Community Health, Hospital, Medication, Addictions, Insurance, Careers",traumanurse.org,
,4351,travel-news.org,3,travel-news.org,travel-news.org,,,"Travel and Tourism, News, Tips and Tricks, Safety, Transportation, Business Trips, Vacations",travel-news.org,
,4357,truthinamerica.org,3,truthinamerica.org,truthinamerica.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",truthinamerica.org,
,4372,universityofdc.org,3,universityofdc.org,universityofdc.org,,,Education/Higher Education/Multiple Majors/Minors/College Stress/Online Learning/Collaboration,universityofdc.org,
,4375,unreformcenter.org,3,unreformcenter.org,unreformcenter.org,,,Education/Modern Education/Online learning/Online courses/Benefits/Disadvantages,unreformcenter.org,
,4377,usa-cleanwater.org,3,usa-cleanwater.org,usa-cleanwater.org,,,Destination (News)/News/Crime/Events/Weather/Entertainment/Sports,usa-cleanwater.org,
,4382,uventure.org,3,uventure.org,uventure.org,,,"Fashion, designers, labels, fashion shows, seasonal fashion, trends, special occasions, shopping",uventure.org,
,4399,virtualfires.org,3,virtualfires.org,virtualfires.org,,,"Fires, Emergency Response, First Aid, Safety, Car Accidents, Floods, Hurricanes, Natural Disasters",virtualfires.org,
,4400,virtualhouse.org,3,virtualhouse.org,virtualhouse.org,,,"Environment, Global Warming, Going Green, Home, Office, Cars, Recycling",virtualhouse.org,
,4402,voiceinternational.org,3,voiceinternational.org,voiceinternational.org,,,"Private Enterprise, Business, Import/Export, Internet Businesses, Marketing, Management",voiceinternational.org,
,4420,websmostlinked.com,3,websmostlinked.com,websmostlinked.com,,,"Web Directory, Technology, Web terminology, Internet, Websites, Research",websmostlinked.com,
,4426,whyvegan.org,3,whyvegan.org,whyvegan.org,,,"Food, travel, cuisine, restaurants, nutrition, cooking, special occasions, vegan, vegetarian, carnivore",whyvegan.org,
,4444,xappeal.org,3,xappeal.org,xappeal.org,,,"Technology, Software, Hardware, Accessories, Advancements",xappeal.org,
,4456,youngmoms.org,3,youngmoms.org,youngmoms.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",youngmoms.org,
,4457,youngmonthly.com,3,youngmonthly.com,youngmonthly.com,,,"Business, business spending, investments, stocks, bonds, economy, import/export",youngmonthly.com,
,4458,yournextcar.org,3,yournextcar.org,yournextcar.org,,,Car/Dealers/Used or New/Research/Crash tests/Recalls,yournextcar.org,
,3328,0xd6.org,1,0xd6.org,0xd6.org,,,"Technology, computers, operating systems, hardware, internet, hard drives, microchips, updates, advancements",0xd6.org,
,3329,10percent.org,1,10percent.org,10percent.org,,,"Politics & Government, Careers, Education, Computers & Internet, Business, Finance, Loans, Economy, Spending",10percent.org,
,3330,17may07.org,1,17may07.org,17may07.org,,,"Transportation, Travel, Vacation, Cheap vacations, tips and tricks, family travel",17may07.org,
,3331,1877.org,1,1877.org,1877.org,,,"Lifestyle, gay, lesbian, bi-sexual, transgenders, support, beliefs, jobs, children, relationships, laws, history",1877.org,
,3334,2003wpfg.org,1,2003wpfg.org,2003wpfg.org,,,"Travel, travel agents, travel deals, additional fees, planning, seasonal vacations, packing, transportation",2003wpfg.org,
,3335,2006juniorolympics.org,1,2006juniorolympics.org,2006juniorolympics.org,,,"Sports, team sports, individual sports, training, equipment, coaching, athletes, professionals",2006juniorolympics.org,
,3336,25flowers.com,1,25flowers.com,25flowers.com,,,"Wedding, finance, planning, values, legality, engagement, shopping",25flowers.com,
,3337,2find-medical.com,1,2find-medical.com,2find-medical.com,,,"New/Used Medical Equipment, Hospitals, Medical Care, Addictions, Diseases, Diagnosis, Medicine, Emergency",2find-medical.com,
,3338,3dnow.org,1,3dnow.org,3dnow.org,,,"Technology, open source software, 3D, graphics, websites, internet, downloads, hardware, web design",3dnow.org,
,3342,4forefront.com,1,4forefront.com,4forefront.com,,,"Education, Politics and Government, Education system, administration, teaching methods, careers, education reform",4forefront.com,
,3344,4icpa.org,1,4icpa.org,4icpa.org,,,"Mommy/Medical, medical resource, prevention, diseases, care, home care, treatments, symptoms",4icpa.org,
,3347,8025.org,1,8025.org,8025.org,,,"Token Ring, Internet, Technology, Computers, Online Shopping, Networking",8025.org,
,3348,9hoo.com,1,9hoo.com,9hoo.com,,,"Technology, web hosting, marketing, graphics, internet, computers, business ",9hoo.com,
,3349,aaaalliance.org,1,aaaalliance.org,aaaalliance.org,,,"Health, living, eyes, ears, bones, disease prevention, nutrition, vitamins, medications",aaaalliance.org,
,3353,access-ar.org,1,access-ar.org,access-ar.org,,,"Career, small business, job search, resume building, trades and skills, interviewing",access-ar.org,
,3357,acpaintl.org,1,acpaintl.org,acpaintl.org,,,"Accounting, spending, financing, business, personal, budgets ",acpaintl.org,
,3358,acr-news.org,1,acr-news.org,acr-news.org,,,Business/Consumerism/Best buys/What makes a better product/Price v. Quality,acr-news.org,
,3360,act60works.org,1,act60works.org,act60works.org,,,"Fashion, makeovers, new styles, modern fashion, colors, patterns, designers, last season fashion",act60works.org,
,3362,addgroup.org,1,addgroup.org,addgroup.org,,,Sports/Team sports/Strategies/Players/Coaches/Equipment,addgroup.org,
,3367,aesmentor.org,1,aesmentor.org,aesmentor.org,,,"Education, Finance, Business, small businesses, corporations, expansion, profits, training, hiring, management, careers",aesmentor.org,
,3369,africanconflict.org,1,africanconflict.org,africanconflict.org,,,Desintation (News)/News/War/American Aid/Culture,africanconflict.org,
,3371,agfh.org,1,agfh.org,agfh.org,,,"Travel, entertainment, culture, history, transportation, family friendly, travel budgets, preparations",agfh.org,
,3372,ahr-reiki.org,1,ahr-reiki.org,ahr-reiki.org,,,"Consumer, luxury, materialism, high-end living, high-priced purchases, insurance, investments",ahr-reiki.org,
,3373,aihus.org,1,aihus.org,aihus.org,,,"Career, small business, starting a business, investing, finances, marketing",aihus.org,
,3376,ajcm.org,1,ajcm.org,ajcm.org,,,"Chinese Medical, Alternative medicine, acupuncture, health food, exercise, rehab, herbal treatments",ajcm.org,
,3377,aksc.org,1,aksc.org,aksc.org,,,"Athletes, Sports, Exercise, Racing, Olympics, Team Sports, Training, Stradgey",aksc.org,
,3378,alliedcredco.com,1,alliedcredco.com,alliedcredco.com,,,"Finance, personal finance, budgeting, investments, stocks, bonds, mutual funds, prepaid college",alliedcredco.com,
,3380,allkidsgrieve.org,1,allkidsgrieve.org,allkidsgrieve.org,,,Parenting/Mommy/Support Groups/Grieving Methods/Childhood Phases,allkidsgrieve.org,
,3381,aloefcu.org,1,aloefcu.org,aloefcu.org,,,"Bankruptcy, family expenses, liquidation, unemployment, debt, recession, spending",aloefcu.org,
,3384,alphafd.org,1,alphafd.org,alphafd.org,,,"Fashion, male models, female models, designers, labels, education, fashion shows",alphafd.org,
,3385,alphaoo.org,1,alphaoo.org,alphaoo.org,,,"Fashion/Jewelry, trends, colors, what goes with what, chunky, slinky, pick for the occasion, bargain fashion",alphaoo.org,
,3386,alsa-ncac.org,1,alsa-ncac.org,alsa-ncac.org,,,"Career, small business, freelancing, promoting, marketing, client interaction, graphic design, writing",alsa-ncac.org,
,3387,alsod.org,1,alsod.org,alsod.org,,,"Comprehensive Health & Medical Resource, Genetics, Diseases and conditions, treatments, medication",alsod.org,
,3389,ambercenter.org,1,ambercenter.org,ambercenter.org,,,Mommy/keeping track of your kid(technology)/Hints for being in crowds/Protection,ambercenter.org,
,3392,ameripros.org,1,ameripros.org,ameripros.org,,,"Prostate, Prostate Cancer, Treatment, Diagnosis, Health, Impotence, Prostate Health, Symptoms",ameripros.org,
,3393,ammusicedfoundation.org,1,ammusicedfoundation.org,ammusicedfoundation.org,,,"Arts & Entertainment, Education, funding, scholarships, international programs, performing arts companies",ammusicedfoundation.org,
,3394,amvtn.org,1,amvtn.org,amvtn.org,,,"Diseases, Cures, Prevention, Health Care, Treatments, Medications",amvtn.org,
,3395,anecah.org,1,anecah.org,anecah.org,,,"Travel, entertainment, culture, history, transportation, family friendly, travel budgets, preparations",anecah.org,
,3397,anotherworldispossible.org,1,anotherworldispossible.org,anotherworldispossible.org,,,"Lifestyle, gay, lesbian, bi-sexual, transgenders, support, beliefs, jobs, children, relationships, laws, history",anotherworldispossible.org,
,3399,aocf.org,1,aocf.org,aocf.org,,,"Oral Cancer, Mouth Cancer, Oral Hygiene, Dentist, Health, Brushing, Flossing, Whitening, Braces, Wisdom teeth",aocf.org,
,3400,aolr.org,1,aolr.org,aolr.org,,,"Career, small business, college, business, marketing, job hunting, promoting yourself, resume building, interviewing",aolr.org,
,3401,a-o-t-a.org,1,a-o-t-a.org,a-o-t-a.org,,,"Medical Care, Transplants, Organ Donors, Cautions, Surgery, Insurance, Doctors, Patients, Rejection meds",a-o-t-a.org,
,3402,apadventures.com,1,apadventures.com,apadventures.com,,,"Parenting, teen, development, discipline, rebellion, driving, drugs and alcohol, relationship, education, medical needs",apadventures.com,
,3404,apsec.org,1,apsec.org,apsec.org,,,"Technology, internet, connections, networks, large servers, routers, wireless, hot spots, computers, laptops",apsec.org,
,3405,aquatic-invasive-species-conference.org,1,aquatic-invasive-species-conference.org,aquatic-invasive-species-conference.org,,,"Aquatic Species, Water Species, Endangered Species, Mammals, Ocean, Freshwater, Predator, Prey, Pets, Captivity",aquatic-invasive-species-conference.org,
,3406,arcportsmouth.org,1,arcportsmouth.org,arcportsmouth.org,,,"Charity, giving back, volunteering, community, service",arcportsmouth.org,
,3407,aricinc.org,1,aricinc.org,aricinc.org,,,"Medical, disease prevention, treatment, research, experimental treatments, costs",aricinc.org,
,3408,articafreebies.com,1,articafreebies.com,articafreebies.com,,,Artica Freebies | Internet Free Stuff | Contests | Sweepstakes | Samples | Shareware | Catalogs Magazines | Freebies | Free Stuff Online,articafreebies.com,
,3409,asakatana.org,1,asakatana.org,asakatana.org,,,"Real Estate, first time buyers, loans, finance, landscape, construction, foreclosures, new ",asakatana.org,
,3410,asdqatar.org,1,asdqatar.org,asdqatar.org,,,Education/what kind of learner are you/Online learning/Online resources/Transition to higher education,asdqatar.org,
,3411,asefcu.org,1,asefcu.org,asefcu.org,,,"Bankruptcy, debt, credit cards, loans, banks, national, international, government",asefcu.org,
,3412,ashland-rtc.org,1,ashland-rtc.org,ashland-rtc.org,,,"Finance, Business, small businesses, corporations, expansion, profits, training, hiring, management",ashland-rtc.org,
,3413,asiadab.org,1,asiadab.org,asiadab.org,,,"Digital Audio Broadcasting, Radio News, Gadgets, Radio, Satellite Radio, Broadcasting networks, History",asiadab.org,
,3414,asiaosc.org,1,asiaosc.org,asiaosc.org,,,"Open Source Software, Software, internet, technology, free software downloads, advancements, updates",asiaosc.org,
,3415,aslra.org,1,aslra.org,aslra.org,,,"Travel, cruise deals, ski lodges, amusement park vacations, family, beach vacations, packing, transportation",aslra.org,
,3417,assistb.org,1,assistb.org,assistb.org,,,"Lifestyle, traditions, lower class, middle class, upper class, relationships, generations, technology, materialistic",assistb.org,
,3418,astronomy-national-public-observatory.org,1,astronomy-national-public-observatory.org,astronomy-national-public-observatory.org,,,"Hobbies, Sports & Recreation, Literature, Science/Astrology, Atmosphere, Environment, Planets, Stars, Education",astronomy-national-public-observatory.org,
,3419,at-center.com,1,at-center.com,at-center.com,,,"Computers and Internet, Electrical/Engineering, Technology, Hardware, Software, Gadgets, Advancements",at-center.com,
,3420,atlantajewishmuseum.org,1,atlantajewishmuseum.org,atlantajewishmuseum.org,,,"Art & Entertainment, History/Culture, Tolerance, Religion, Different Culture's Beliefs",atlantajewishmuseum.org,
,3422,attachmentcenter.org,1,attachmentcenter.org,attachmentcenter.org,,,"Health and Fitness , Medical/Medicine, Attachment Disorder, Treatment, Symptoms, Doctors, Parents, Patients",attachmentcenter.org,
,3423,attleboromuseum.org,1,attleboromuseum.org,attleboromuseum.org,,,"Art & Entertainment, History/Culture, Education, Scholarships, The Arts, Organizations, Performance companies",attleboromuseum.org,
,3424,audrain-county.org,1,audrain-county.org,audrain-county.org,,,"Travel & Tourism, vacation, relocation, Audrain County, attractions, economy, government",audrain-county.org,
,3425,austcon-guangzhou.org,1,austcon-guangzhou.org,austcon-guangzhou.org,,,"Fashion & Lifestyle, Family and Relationships, Budgeting, Value of a Dollar, Bargain Shopping, Coupons, Discounts",austcon-guangzhou.org,
,3428,australiatravelinsurance.com,1,australiatravelinsurance.com,australiatravelinsurance.com,,,"Travel, Vacations, Insurance, Transportation, Accommodations, attractions, expenses, family vacations",australiatravelinsurance.com,
,3429,autismautoimmunityproject.org,1,autismautoimmunityproject.org,autismautoimmunityproject.org,,,"Addiction/Mental Health, Family and Relationships, Autism, Prevention, Symptoms, Treatments, Schools, Doctors, Parents",autismautoimmunityproject.org,
,3430,awic-dc.org,1,awic-dc.org,awic-dc.org,,,"Family, Parenting, teen, development, discipline, rebellion, milestones, relationship, education, medical needs, finance, budget",awic-dc.org,
,3431,awrd.org,1,awrd.org,awrd.org,,,"Real Estate, first time buyers, loans, finance, landscape, construction, foreclosures, new ",awrd.org,
,3432,aysopro.org,1,aysopro.org,aysopro.org,,,"Sports, professionals, sports agents, team sports, coaching, training, strategy, scholarships",aysopro.org,
,3433,ayurvaidyas.com,1,ayurvaidyas.com,ayurvaidyas.com,,,"Career, small business, internet, internet marketing, social media, ecommerce, building web presence, technology",ayurvaidyas.com,
,3434,babedidricksonzaharias.org,1,babedidricksonzaharias.org,babedidricksonzaharias.org,,,"Sports/History, stats, teams, championships, equipment evolution, change in rules, laws, salary, recruiting",babedidricksonzaharias.org,
,3435,bafn.org,1,bafn.org,bafn.org,,,"Travel, travel deals, seasonal vacations, equipment, transportation, luggage, additional fees, insurance",bafn.org,
,4450,xpdenver.org,1,xpdenver.org,xpdenver.org,,,"Denver, vacation, travel, transportation, attractions, food, activities, family vacations, economy, government",xpdenver.org,
,4451,xslprofiler.org,1,xslprofiler.org,xslprofiler.org,,,Computer/Evolution of windows/Common Problems and Easy Fixes/Tips and Tricks,xslprofiler.org,
,4452,xtrememachines.org,1,xtrememachines.org,xtrememachines.org,,,"Sports, extreme sports, training, equipment, coaching, athletes, professionals, safety",xtrememachines.org,
,4453,xwin.org,1,xwin.org,xwin.org,,,"Technology, Hardware, Software, Gadgets, Advancements, computers, operating systems",xwin.org,
,4454,y2kidz.org,1,y2kidz.org,y2kidz.org,,,Computer/Gaming/Popular computer games/Graphics cards/online gaming can be addictive,y2kidz.org,
,4455,yfa.org,1,yfa.org,yfa.org,,,"Rehab, what to bring, treatments, medicine, alternative treatments, addition, drugs, alcohol",yfa.org,
,4459,youthec.org,1,youthec.org,youthec.org,,,Parenting/Mommy/Teenagers/High school/Driving age,youthec.org,
,4460,yspep.org,1,yspep.org,yspep.org,,,"Fashion, How labels cater to youth fashions, fashion designers, reality tv, media influence, colors, patters, accessories",yspep.org,
,4462,zabor.org,1,zabor.org,zabor.org,,,"Travel, vacation, air travel, family, national, international, identification, preparations, packing",zabor.org,
,4463,zenlinux.org,1,zenlinux.org,zenlinux.org,,,"Technology, operating systems, software, hardware, widgets, plug-ins, tips and tricks",zenlinux.org,
