Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text
boutique hotels in the US New York City,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-new-york-city-ny_chelsea-savoy-hotel-509c011866edc8466104234e-reviews,hipmunk.com/independent-hotels-in-new-york-city-ny_la-quinta-inn-suites-manhattan-509bfc3266edc846610052c1-reviews,hipmunk.com/independent-hotels-in-new-york-city-ny_shelburne-nyc-an-affinia-hotel-509bfdd166edc846610195ec-reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Omni-Berkshire-Place-510b13ada0a99444dd000064-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Pod-39-509c006266edc84661038ca0-Reviews
boutique hotels in the US Chicago,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-chicago-il_millennium-knickerbocker-509bfdc766edc84661019276-reviews,hipmunk.com/independent-hotels-in-chicago-il_hotel-monaco-chicago-a-kimpton-hotel-509bfdd266edc84661019694-reviews,hipmunk.com/hotels-in-chicago-il/the-westin-michigan-avenue-chicago-509bfdce66edc846610193b6-reviews,hipmunk.com/hotels-in-chicago-il/aloft-chicago-city-center-509c01b766edc84661049fb8-reviews,hipmunk.com/hotels-in-chicago-il/best-western-plus-hawthorne-terrace-hotel-509bfee566edc84661025bd8-reviews
boutique hotels in the US Ann Arbor,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-ann-arbor-mi_bell-tower-hotel-509bfd0a66edc8466100fbb4-reviews,hipmunk.com/independent-hotels-in-ann-arbor-mi_webers-inn-509bfeb766edc84661023a2d-reviews,hipmunk.com/Independent-Hotels-in-Ann-Arbor-MI_Campus-Inn-Ann-Arbor-509c019866edc846610486ec-Reviews,hipmunk.com/Independent-Hotels-in-Ann-Arbor-MI_The-Kensington-Court-509bfc1066edc84661003661-Reviews,hipmunk.com/Independent-Hotels-in-Ann-Arbor-MI_Lamp-Post-Inn-509bfca566edc8466100ad46-Reviews
boutique hotels in the US Albuquerque,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-albuquerque-nm_hotel-andaluz-509bfd7166edc84661014f74-reviews,hipmunk.com/independent-hotels-in-albuquerque-nm_nativo-lodge-509bfe9766edc84661022610-reviews,hipmunk.com/Independent-Hotels-in-Albuquerque-NM_Hotel-Albuquerque-at-Old-Town-509bfe3266edc8466101dd9f-Reviews,hipmunk.com/Independent-Hotels-in-Albuquerque-NM_MCM-Elegante-509bfe1f66edc8466101ce16-Reviews,hipmunk.com/Independent-Hotels-in-Albuquerque-NM_Clubhouse-Inn-Albuquerque-509bfea366edc84661022ced-Reviews
boutique hotels in the US Sedona,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-sedona-az_sedona-real-inn-suites-509bfd3366edc84661011d56-reviews,hipmunk.com/independent-hotels-in-sedona-az_amara-resort-and-spa-a-kimpton-hotel-509bffd066edc84661030bc6-reviews,hipmunk.com/Independent-Hotels-in-Sedona-AZ_Best-Western-Plus-Arroyo-Roble-509bff1766edc8466102822f-Reviews,hipmunk.com/Independent-Hotels-in-Sedona-AZ_Enchantment-Resort-510af453a0a9943f37000000-Reviews,hipmunk.com/Independent-Hotels-in-Sedona-AZ_La-Quinta-Inn-Sedona-Village-of-Oak-Creek-512d829fa0a9944686000028-Reviews
boutique hotels in the US Clearwater Beach,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Clearwater-FL_Magnuson-Hotel-Clearwater-Central-509bfe1166edc8466101c3da-Reviews,hipmunk.com/Independent-Hotels-in-Clearwater-Beach-FL_Beachview-Inn-509bfe2766edc8466101d519-Reviews,hipmunk.com/Independent-Hotels-in-Clearwater-Beach-FL_Gulf-Beach-Inn-509bff7466edc8466102c261-Reviews,hipmunk.com/hotels-in-clearwater-beach-fl/sheraton-sand-key-resort-509bfdce66edc846610193cb-reviews,hipmunk.com/independent-hotels-in-clearwater-beach-fl_sandpearl-resort-509bfdbf66edc84661018c53-reviews
boutique hotels in the US Alexandria,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Alexandria-VA_Quality-Inn-Suites-Near-Ft-Belvoir-509bfbe366edc8466100103e-Reviews,hipmunk.com/hotels-in-alexandria-va/crowne-plaza-old-town-alexandria-509bfdd766edc846610199a3-reviews,hipmunk.com/Independent-Hotels-in-Alexandria-VA_Hotel-Monaco-Alexandria-a-Kimpton-Hotel-509bfdd366edc846610197b9-Reviews,hipmunk.com/Independent-Hotels-in-Alexandria-VA_Morrison-House-a-Kimpton-Hotel-509bfed466edc84661024e5c-Reviews,hipmunk.com/Independent-Hotels-in-Alexandria-VA_Red-Roof-PLUS-Washington-DC-Alexandria-5399b4b2c0852e1842000024-Reviews
boutique hotels in the US New York City,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/independent-hotels-in-new-york-city-ny_shelburne-nyc-an-affinia-hotel-509bfdd166edc846610195ec-reviews,hipmunk.com/independent-hotels-in-new-york-city-ny_warwick-new-york-hotel-509bfdc466edc8466101902c-reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Duane-Street-Hotel-Tribeca-509bfdc766edc8466101923f-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_Pod-51-509bfc6166edc846610076bc-Reviews,hipmunk.com/Independent-Hotels-in-New-York-City-NY_The-Belvedere-Hotel-509bfbe566edc8466100126a-Reviews
boutique hotels in the US Salt Lake City,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_Hyatt-Place-Salt-Lake-CityDowntownThe-Gateway-509bfee766edc84661025ced-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_The-Grand-America-Hotel-509bfee766edc84661025dc6-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_The-Anniversary-Inn-Fifth-South-509bfef766edc8466102682c-Reviews,hipmunk.com/Independent-Hotels-in-Salt-Lake-City-UT_Salt-Lake-Plaza-Hotel-at-Temple-Square-509bfdd066edc8466101954c-Reviews,hipmunk.com/independent-hotels-in-salt-lake-city-ut_anniversary-inn-5th-south-509bfef766edc8466102682c-reviews
boutique hotels in the US South San Francisco,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/hotels-in-south-san-francisco-ca/embassy-suites-san-francisco-airport-south-san-francisco-509bff2166edc84661028940-reviews,hipmunk.com/hotels-in-south-san-francisco-ca/holiday-inn-san-francisco-international-airport-509bfdc066edc84661018dd0-reviews,hipmunk.com/Independent-Hotels-in-South-San-Francisco-CA_La-Quinta-Inn-San-Francisco-Airport-North-509bfdbf66edc84661018cf9-Reviews,hipmunk.com/Independent-Hotels-in-South-San-Francisco-CA_Hotel-Focus-SFO-509bfd1a66edc846610108d0-Reviews,hipmunk.com/Independent-Hotels-in-South-San-Francisco-CA_Americas-Best-Value-Inn-Suites-San-Francisco-Airport-North-509bfe3266edc8466101dd34-Reviews
boutique hotels in the US South Lake Tahoe,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-South-Lake-Tahoe-CA_Americas-Best-Value-Inn-Casino-Center-Lake-Tahoe-509bfe1766edc8466101c757-Reviews,hipmunk.com/Independent-Hotels-in-South-Lake-Tahoe-CA_Budget-Inn-South-Lake-Tahoe-509bfe2166edc8466101d053-Reviews,hipmunk.com/Independent-Hotels-in-South-Lake-Tahoe-CA_The-Landing-Resort-and-Spa-5257f93f7f2c6c2dd900034c-Reviews,hipmunk.com/Independent-Hotels-in-South-Lake-Tahoe-CA_Inn-by-the-Lake-509bfe8766edc84661021901-Reviews,hipmunk.com/independent-hotels-in-south-lake-tahoe-ca_3-peaks-resort-beach-club-509bff2366edc84661028b69-reviews
boutique hotels in the US Sea Tac,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Sea-Tac-WA_Travelodge-SeaTac-Airport-North-509bfefb66edc84661026bac-Reviews,hipmunk.com/Independent-Hotels-in-Seattle-WA_Inn-at-the-Market-509bfdd066edc846610195a9-Reviews,hipmunk.com/Independent-Hotels-in-Sea-Tac-WA_Red-Lion-Hotel-Seattle-Airport-509bfdc266edc84661018ef3-Reviews,hipmunk.com/independent-hotels-in-sea-tac-wa_cedarbrook-lodge-509bfe5666edc8466101f767-reviews,hipmunk.com/hotels-in-sea-tac-wa/seattle-airport-marriott-509bfdcc66edc84661019337-reviews
boutique hotels in the US Santa Cruz,"These are your Boutique Hotels assignments. In the optional fields you'll find your 5 hotel links, which are either in a single city or state, depending on how many hotels we have available for a given location. Feel free to Google the hotels for more information! I've given these generic titles with the campaign + location to get you started: PLEASE vary your language so not every article has ""5 Hotels"" in the name, and also avoid using the exact name of the hotel for each header in the article. Read through the style guide and let me know if there are any concerns. Thanks everyone!",hipmunk.com/Independent-Hotels-in-Santa-Cruz-CA_Pacific-Inn-Santa-Cruz-509bfbee66edc84661001a9e-Reviews,hipmunk.com/Independent-Hotels-in-Santa-Cruz-CA_The-Islander-Motel-509bfefb66edc84661026be2-Reviews,hipmunk.com/Independent-Hotels-in-Santa-Cruz-CA_Casablanca-On-The-Beach-509bffc866edc846610304a0-Reviews,hipmunk.com/independent-hotels-in-santa-cruz-ca_ocean-pacific-lodge-509bfee866edc84661025e4e-reviews,hipmunk.com/Independent-Hotels-in-Santa-Cruz-CA_Chaminade-Resort-Spa-509bfcc866edc8466100c6c7-Reviews
